Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Budget_Category,ROI_Category,Subscription_Length_Category,Discount_Category,Satisfaction_Category
13004.8,2692,893,43917.75,2.49,Premium,1,13,94,356.23,1,Stylish,Medium,Average,Short,Low,Low
5326.42,642,691,29580.31,1.39,Standard,5,35,2,294.99,1,Innovative,Low,Poor,Short,Medium,Low
17541.02,40,154,29196.56,4.32,Basic,17,35,120,213.39,2,Durable,Medium,Excellent,Medium,Medium,Low
40389.23,721,144,47341.14,4.32,Basic,35,43,17,263.16,1,Stylish,Very High,Excellent,Very Long,High,Low
13713.24,844,681,3999.72,0.67,Standard,13,24,46,387.64,4,Affordable,Medium,Poor,Medium,Low,High
18805.67,2005,567,76400.27,3.88,Standard,11,26,159,137.84,1,Affordable,Medium,Good,Medium,Medium,Low
18062.46,4033,53,28275.69,1.05,Basic,11,30,41,443.4,2,Innovative,Medium,Poor,Medium,Medium,Low
20108.06,3058,144,66754.66,3.8,Basic,15,28,14,236.5,3,Innovative,Medium,Good,Medium,Medium,Medium
29847.41,3193,519,41597.42,4.37,Premium,33,22,194,61.3,3,Innovative,High,Excellent,Very Long,Low,Medium
31208.27,1947,62,94003.05,3.55,Standard,19,30,107,472.54,4,Affordable,High,Good,Long,Medium,High
47695.64,1232,390,1674.42,3.12,Standard,7,16,62,351.63,3,Affordable,Very High,Good,Short,Low,Medium
13658.75,1883,742,29475.47,2.63,Basic,17,44,155,189.48,4,Innovative,Medium,Average,Medium,High,High
17965.31,932,910,49699.04,2.91,Standard,33,50,60,125.37,2,Innovative,Medium,Good,Very Long,High,Low
36498.62,3260,801,68057.33,4.19,Basic,15,36,72,129.72,4,Innovative,High,Excellent,Medium,Medium,High
35970.51,3418,706,16629.78,1.96,Basic,28,66,68,53.73,3,Affordable,High,Average,Very Long,Very High,Medium
10543.71,380,606,69424.5,1.05,Basic,28,31,143,478.28,2,Stylish,Low,Poor,Very Long,Medium,Low
33740.85,3740,286,8681.49,4.65,Premium,16,46,95,306.21,2,Affordable,High,Excellent,Medium,High,Low
15219.34,1264,74,72647.72,3.23,Premium,29,32,106,241.38,1,Stylish,Medium,Good,Very Long,Medium,Low
33833.18,3357,999,49429.66,3.79,Standard,18,36,86,169.77,1,Stylish,High,Good,Medium,Medium,Low
46000.73,2063,673,40609.63,1.3,Basic,26,38,129,252.26,1,Stylish,Very High,Poor,Long,Medium,Low
10246.46,2305,554,56355.91,1.77,Standard,22,17,138,161.46,3,Affordable,Low,Average,Long,Low,Medium
34453.12,4142,573,15872.92,1.56,Basic,35,46,137,420.96,4,Innovative,High,Poor,Very Long,High,High
19626.12,2528,975,98922.67,3.25,Standard,8,66,141,445.35,3,Durable,Medium,Good,Short,Very High,Medium
2549.29,4785,106,16362.0,1.67,Standard,3,51,142,175.23,4,Durable,Low,Average,Short,High,High
21046.4,4636,539,65809.34,2.77,Standard,7,58,152,453.88,3,Stylish,Medium,Good,Short,Very High,Medium
2436.79,2221,474,88672.55,1.17,Premium,19,48,198,256.4,4,Innovative,Low,Poor,Long,High,High
37713.4,3610,347,87907.42,3.63,Standard,17,49,143,422.31,1,Affordable,High,Good,Medium,High,Low
1249.02,1050,24,98539.33,3.01,Basic,34,13,140,184.11,2,Durable,Low,Good,Very Long,Low,Low
34485.89,2448,885,71149.45,2.72,Premium,3,44,191,159.04,3,Durable,High,Average,Short,High,Medium
17916.68,2128,23,21649.81,3.54,Standard,19,29,90,373.51,3,Affordable,Medium,Good,Long,Medium,Medium
44617.42,4316,158,7401.75,4.05,Basic,9,63,56,72.01,2,Durable,Very High,Excellent,Short,Very High,Low
19767.25,1436,380,7762.69,0.54,Premium,27,48,54,408.36,2,Stylish,Medium,Poor,Long,High,Low
8115.41,1046,772,99302.13,3.63,Basic,33,66,197,318.91,4,Innovative,Low,Good,Very Long,Very High,High
40010.88,2794,160,14961.81,0.97,Basic,4,62,49,345.44,3,Innovative,Very High,Poor,Short,Very High,Medium
22227.98,3952,538,54911.34,4.74,Premium,27,41,63,132.36,4,Affordable,Medium,Excellent,Long,High,High
36510.28,4019,29,65761.44,4.47,Basic,22,64,14,129.7,2,Affordable,High,Excellent,Long,Very High,Low
46418.12,3921,900,83283.12,4.85,Premium,23,10,186,304.91,4,Durable,Very High,Excellent,Long,Low,High
47660.47,1452,103,85014.98,4.13,Standard,26,29,48,245.77,4,Innovative,Very High,Excellent,Long,Medium,High
16999.13,2248,279,16137.66,2.83,Basic,7,56,166,255.65,2,Affordable,Medium,Good,Short,Very High,Low
29239.8,211,886,34130.77,1.07,Basic,9,51,149,86.67,1,Durable,High,Poor,Short,High,Low
4768.76,1820,624,38375.11,1.69,Premium,11,16,148,175.52,3,Durable,Low,Average,Medium,Low,Medium
19256.6,2639,597,63453.85,2.66,Standard,22,18,80,153.39,4,Durable,Medium,Average,Long,Low,High
16213.8,2386,518,85328.2,3.7,Basic,27,67,15,256.45,1,Stylish,Medium,Good,Long,Very High,Low
28069.78,130,105,57796.15,1.07,Premium,28,32,157,170.92,4,Affordable,High,Poor,Very Long,Medium,High
34836.39,2247,846,85395.56,3.48,Premium,6,18,29,438.32,1,Innovative,High,Good,Short,Low,Low
4968.9,727,912,22261.53,3.93,Basic,24,25,157,245.02,4,Durable,Low,Excellent,Long,Medium,High
15590.34,986,613,37988.43,4.41,Premium,34,46,81,82.96,2,Affordable,Medium,Excellent,Very Long,High,Low
18929.83,285,333,91496.88,3.31,Premium,4,12,100,363.57,1,Affordable,Medium,Good,Short,Low,Low
40730.34,1093,415,63537.08,2.37,Premium,22,46,153,146.9,4,Durable,Very High,Average,Long,High,High
49085.93,1586,145,99341.0,2.1,Basic,24,32,130,287.5,3,Durable,Very High,Average,Long,Medium,Medium
10909.6,4915,703,64054.46,2.87,Basic,19,34,134,215.34,2,Affordable,Low,Good,Long,Medium,Low
1381.56,3283,581,66743.25,1.17,Standard,3,30,107,222.69,4,Durable,Low,Poor,Short,Medium,High
16624.85,2657,722,33597.23,1.4,Premium,26,34,177,193.33,1,Innovative,Medium,Poor,Long,Medium,Low
31225.04,1210,10,22588.78,3.85,Standard,15,61,151,470.16,4,Durable,High,Good,Medium,Very High,High
39869.16,971,111,53220.84,1.42,Standard,6,68,91,108.28,2,Durable,Very High,Poor,Short,Very High,Low
28070.46,4288,323,42624.52,2.64,Standard,5,19,48,217.44,2,Affordable,High,Average,Short,Low,Low
43070.46,2833,876,53319.32,2.31,Premium,14,34,171,342.61,2,Stylish,Very High,Average,Medium,Medium,Low
33989.29,2799,218,31688.99,2.08,Premium,11,20,145,74.34,2,Durable,High,Average,Medium,Low,Low
12956.2,2012,90,31653.3,0.56,Standard,3,65,188,467.8,1,Affordable,Medium,Poor,Short,Very High,Low
28704.97,2260,928,98159.08,2.38,Basic,34,10,128,161.99,4,Innovative,High,Average,Very Long,Low,High
3422.42,2970,888,59245.16,0.72,Basic,4,30,83,415.81,1,Durable,Low,Poor,Short,Medium,Low
40398.6,2535,923,29255.04,2.77,Standard,4,54,129,397.55,3,Affordable,Very High,Good,Short,High,Medium
49561.88,2383,942,96850.53,4.35,Premium,15,10,167,239.45,1,Affordable,Very High,Excellent,Medium,Low,Low
27206.19,1152,703,65032.82,4.71,Premium,20,67,90,386.15,1,Innovative,High,Excellent,Long,Very High,Low
49173.23,4234,918,53723.82,2.82,Premium,34,19,199,277.18,3,Affordable,Very High,Good,Very Long,Low,Medium
20869.38,99,118,44228.02,4.93,Standard,25,12,34,89.61,1,Innovative,Medium,Excellent,Long,Low,Low
7283.24,4504,462,38198.52,2.56,Basic,17,27,171,225.62,2,Stylish,Low,Average,Medium,Medium,Low
48757.81,2049,64,32346.98,4.1,Basic,11,12,129,185.46,2,Stylish,Very High,Excellent,Medium,Low,Low
47340.35,748,969,2813.32,2.08,Standard,25,20,3,450.94,1,Stylish,Very High,Average,Long,Low,Low
11800.14,1501,762,97171.92,2.84,Basic,26,66,58,241.4,2,Innovative,Low,Good,Long,Very High,Low
7295.53,2702,977,62639.19,0.97,Premium,9,42,41,316.37,4,Innovative,Low,Poor,Short,High,High
45409.07,4475,190,7200.15,2.89,Basic,25,65,122,418.3,1,Durable,Very High,Good,Long,Very High,Low
31893.36,4955,596,29029.17,2.82,Basic,5,40,38,477.63,4,Stylish,High,Good,Short,High,High
42428.53,3940,132,94311.17,2.78,Basic,5,14,190,461.88,4,Durable,Very High,Good,Short,Low,High
29466.93,849,954,80113.91,4.47,Premium,18,42,65,97.64,2,Affordable,High,Excellent,Medium,High,Low
6432.72,3410,564,28799.08,1.77,Standard,5,42,163,484.31,4,Affordable,Low,Average,Short,High,High
48803.3,1662,227,74581.76,1.0,Premium,34,60,161,395.34,2,Affordable,Very High,Poor,Very Long,Very High,Low
20638.31,2208,908,49897.79,4.43,Basic,5,59,39,394.81,3,Stylish,Medium,Excellent,Short,Very High,Medium
47308.81,4796,64,58812.13,3.33,Premium,17,55,49,171.58,1,Stylish,Very High,Good,Medium,Very High,Low
8093.7,3934,789,25828.56,2.47,Premium,15,35,25,159.66,3,Innovative,Low,Average,Medium,Medium,Medium
13361.02,955,852,32753.6,2.34,Premium,3,37,152,80.85,2,Stylish,Medium,Average,Short,Medium,Low
19769.7,3129,979,32767.94,4.45,Basic,28,40,108,176.73,3,Innovative,Medium,Excellent,Very Long,High,Medium
44081.29,120,50,25655.98,2.68,Basic,24,55,181,91.69,1,Stylish,Very High,Average,Long,Very High,Low
1241.54,3746,877,63982.11,4.14,Basic,17,58,57,193.77,2,Durable,Low,Excellent,Medium,Very High,Low
35635.0,4507,974,67239.56,1.95,Basic,5,36,45,322.07,3,Durable,High,Average,Short,Medium,Medium
8415.91,563,263,67521.79,2.58,Basic,15,13,85,345.35,4,Stylish,Low,Average,Medium,Low,High
24776.0,3289,781,20782.28,1.54,Standard,15,56,131,62.31,4,Stylish,Medium,Poor,Medium,Very High,High
34184.26,1951,566,73203.93,1.11,Premium,21,50,6,376.52,2,Affordable,High,Poor,Long,High,Low
4678.65,542,542,5671.98,1.58,Standard,26,68,114,375.49,4,Affordable,Low,Poor,Long,Very High,High
23418.86,1450,188,20400.42,3.34,Premium,17,39,108,232.5,1,Affordable,Medium,Good,Medium,Medium,Low
24030.57,2642,333,38332.01,2.71,Premium,8,26,65,217.22,3,Stylish,Medium,Average,Short,Medium,Medium
46365.45,4260,662,37424.28,4.7,Premium,29,27,128,271.81,4,Affordable,Very High,Excellent,Very Long,Medium,High
10878.1,1065,159,95520.99,0.77,Standard,12,28,146,325.3,3,Stylish,Low,Poor,Medium,Medium,Medium
17553.56,922,203,36250.8,4.98,Standard,25,45,129,345.28,3,Stylish,Medium,Excellent,Long,High,Medium
24867.22,1884,133,6919.9,2.19,Basic,8,53,87,250.31,1,Durable,Medium,Average,Short,High,Low
19158.83,4907,736,87786.1,1.97,Basic,29,20,47,196.21,4,Durable,Medium,Average,Very Long,Low,High
34609.93,825,335,20054.47,4.84,Premium,34,21,182,495.04,1,Stylish,High,Excellent,Very Long,Low,Low
19456.59,3401,829,83530.73,3.72,Premium,2,39,179,479.25,3,Stylish,Medium,Good,Short,Medium,Medium
47367.95,4718,816,39165.05,1.85,Basic,20,42,16,402.03,2,Stylish,Very High,Average,Long,High,Low
32565.89,2872,440,79856.05,3.35,Basic,13,36,192,372.39,2,Stylish,High,Good,Medium,Medium,Low
48182.72,2711,956,30872.04,2.66,Premium,8,29,15,156.56,1,Stylish,Very High,Average,Short,Medium,Low
48301.86,4689,860,60947.69,0.85,Premium,18,67,63,452.28,3,Durable,Very High,Poor,Medium,Very High,Medium
4866.57,1733,92,23673.4,3.89,Basic,25,29,20,450.59,4,Innovative,Low,Good,Long,Medium,High
4109.41,4167,400,1473.97,4.29,Standard,18,29,127,190.93,4,Affordable,Low,Excellent,Medium,Medium,High
17485.3,4500,532,24545.3,0.62,Premium,32,24,128,339.33,2,Stylish,Medium,Poor,Very Long,Low,Low
9838.69,2504,887,35661.58,2.9,Basic,8,33,45,117.52,4,Innovative,Low,Good,Short,Medium,High
8193.39,3184,527,5166.05,1.15,Standard,1,35,77,305.74,1,Innovative,Low,Poor,Short,Medium,Low
13531.28,1879,339,22591.75,2.42,Premium,1,45,86,449.65,1,Durable,Medium,Average,Short,High,Low
34424.15,776,369,88439.8,3.48,Basic,34,30,118,194.44,3,Stylish,High,Good,Very Long,Medium,Medium
26474.91,1541,146,87687.97,4.97,Basic,6,13,47,101.48,1,Innovative,High,Excellent,Short,Low,Low
9802.02,1915,330,81728.18,2.75,Premium,28,67,126,387.32,1,Stylish,Low,Average,Very Long,Very High,Low
42763.96,963,345,93740.94,4.18,Basic,2,18,31,434.19,1,Innovative,Very High,Excellent,Short,Low,Low
40377.9,4845,448,72523.99,3.12,Basic,16,15,3,130.92,2,Durable,Very High,Good,Medium,Low,Low
21937.29,2443,530,84317.49,2.33,Basic,15,44,148,477.84,4,Affordable,Medium,Average,Medium,High,High
16363.25,4080,88,19260.57,4.93,Basic,24,23,106,104.01,2,Affordable,Medium,Excellent,Long,Low,Low
21591.19,226,313,23543.83,4.02,Basic,24,55,153,495.8,2,Stylish,Medium,Excellent,Long,Very High,Low
32572.19,4251,169,14113.45,2.08,Basic,32,19,95,113.07,4,Stylish,High,Average,Very Long,Low,High
33181.26,456,737,83607.31,3.75,Premium,12,34,58,60.12,1,Stylish,High,Good,Medium,Medium,Low
38471.71,105,133,7632.83,4.56,Premium,13,17,48,275.69,3,Innovative,Very High,Excellent,Medium,Low,Medium
26316.83,2844,255,64526.31,0.82,Standard,24,49,167,489.95,3,Durable,High,Poor,Long,High,Medium
10060.64,1115,789,97166.57,2.87,Premium,14,22,3,421.78,1,Stylish,Low,Good,Medium,Low,Low
4101.53,231,656,83579.21,0.78,Basic,7,47,16,249.84,4,Innovative,Low,Poor,Short,High,High
40090.83,2082,956,13854.99,4.18,Premium,23,23,69,140.32,3,Innovative,Very High,Excellent,Long,Low,Medium
25172.46,1512,980,59836.19,0.86,Standard,31,13,75,311.82,3,Affordable,High,Poor,Very Long,Low,Medium
47658.7,2271,682,3103.19,1.06,Basic,35,14,131,454.06,4,Durable,Very High,Poor,Very Long,Low,High
35729.36,2269,84,66301.08,3.25,Premium,8,43,186,416.43,4,Innovative,High,Good,Short,High,High
13218.67,2612,6,62168.14,3.41,Premium,14,50,30,352.0,2,Innovative,Medium,Good,Medium,High,Low
36038.35,1550,867,94657.47,2.69,Standard,13,13,10,325.56,2,Stylish,High,Average,Medium,Low,Low
21796.88,2521,889,83618.87,2.21,Basic,5,48,25,144.24,3,Affordable,Medium,Average,Short,High,Medium
48652.24,2396,978,25675.93,3.53,Premium,4,24,56,254.42,1,Innovative,Very High,Good,Short,Low,Low
36537.27,4465,383,58371.28,3.36,Standard,6,58,194,465.42,3,Innovative,High,Good,Short,Very High,Medium
14704.2,1675,171,62894.91,3.33,Basic,17,20,11,346.33,4,Innovative,Medium,Good,Medium,Low,High
3728.11,4109,607,90273.27,4.47,Premium,1,41,195,269.49,1,Stylish,Low,Excellent,Short,High,Low
15835.67,693,218,78896.18,2.73,Premium,10,32,23,242.79,4,Innovative,Medium,Average,Medium,Medium,High
19889.25,1410,193,56592.87,1.9,Standard,19,47,160,366.64,4,Durable,Medium,Average,Long,High,High
28214.53,2481,197,10247.51,2.26,Standard,32,50,35,181.65,1,Stylish,High,Average,Very Long,High,Low
11012.68,2096,902,50169.27,4.14,Premium,15,52,33,137.98,2,Stylish,Low,Excellent,Medium,High,Low
28600.38,1362,400,46682.43,0.52,Premium,11,37,173,277.67,2,Affordable,High,Poor,Medium,Medium,Low
14077.0,1533,865,16892.72,2.9,Standard,16,12,65,274.85,1,Affordable,Medium,Good,Medium,Low,Low
3426.36,4199,410,78328.71,3.17,Standard,7,58,55,122.87,2,Stylish,Low,Good,Short,Very High,Low
33606.27,1955,675,68519.01,3.5,Premium,11,38,158,319.26,4,Stylish,High,Good,Medium,Medium,High
42561.19,1534,534,17404.63,2.7,Basic,2,26,22,145.99,1,Durable,Very High,Average,Short,Medium,Low
12600.45,4309,444,94740.61,3.19,Standard,6,25,194,72.16,2,Innovative,Low,Good,Short,Medium,Low
29406.61,3436,775,86389.16,4.05,Premium,18,42,122,434.34,1,Durable,High,Excellent,Medium,High,Low
46167.35,4466,561,23162.12,4.9,Standard,9,31,159,305.41,1,Affordable,Very High,Excellent,Short,Medium,Low
15290.08,497,841,1765.75,3.5,Premium,33,15,39,406.77,1,Stylish,Medium,Good,Very Long,Low,Low
27825.18,4433,262,36688.37,4.08,Basic,5,51,156,272.33,4,Innovative,High,Excellent,Short,High,High
12123.46,1154,465,15620.41,2.64,Basic,24,50,65,433.03,1,Affordable,Low,Average,Long,High,Low
23125.75,1495,626,90145.82,0.7,Basic,30,13,114,59.78,3,Stylish,Medium,Poor,Very Long,Low,Medium
5663.93,692,707,46045.68,2.47,Premium,20,45,74,400.77,2,Durable,Low,Average,Long,High,Low
5704.34,4966,600,95825.22,1.59,Basic,26,36,192,261.53,4,Affordable,Low,Poor,Long,Medium,High
36041.03,4921,177,97655.83,2.77,Standard,5,44,60,305.29,3,Stylish,High,Good,Short,High,Medium
30272.85,1681,905,55095.67,4.52,Standard,27,66,128,366.64,4,Innovative,High,Excellent,Long,Very High,High
22730.86,2623,708,56706.83,2.66,Premium,20,38,192,286.17,2,Affordable,Medium,Average,Long,Medium,Low
33621.83,3433,870,37102.01,1.3,Standard,30,13,155,67.66,4,Stylish,High,Poor,Very Long,Low,High
43679.25,646,201,23673.95,3.26,Basic,3,68,198,422.09,3,Innovative,Very High,Good,Short,Very High,Medium
14556.51,1369,855,83426.63,1.83,Premium,31,30,141,402.76,2,Affordable,Medium,Average,Very Long,Medium,Low
14237.84,3800,799,51579.78,4.04,Premium,13,27,184,279.47,2,Innovative,Medium,Excellent,Medium,Medium,Low
9719.41,784,192,9473.72,0.7,Premium,16,12,99,422.61,2,Innovative,Low,Poor,Medium,Low,Low
21736.14,2518,995,75845.71,1.55,Basic,14,39,199,316.69,1,Stylish,Medium,Poor,Medium,Medium,Low
32409.17,2301,438,55380.64,1.24,Standard,3,24,88,124.34,3,Affordable,High,Poor,Short,Low,Medium
26913.39,806,411,81912.95,3.59,Premium,29,40,190,250.89,4,Stylish,High,Good,Very Long,High,High
12749.55,4048,920,1298.63,3.9,Premium,32,43,153,252.65,1,Innovative,Low,Excellent,Very Long,High,Low
9537.38,4786,279,1271.39,1.91,Premium,33,25,170,403.27,1,Affordable,Low,Average,Very Long,Medium,Low
49761.56,3170,741,73889.86,2.71,Standard,8,32,75,220.86,3,Affordable,Very High,Average,Short,Medium,Medium
11976.15,1997,731,79670.63,4.39,Premium,35,45,128,77.85,3,Durable,Low,Excellent,Very Long,High,Medium
33920.05,2803,418,15226.73,0.97,Premium,1,43,193,143.48,1,Innovative,High,Poor,Short,High,Low
36494.76,1161,149,50461.56,2.51,Premium,26,13,102,387.84,1,Stylish,High,Average,Long,Low,Low
37738.78,1160,310,30190.11,0.75,Basic,23,55,18,144.3,1,Innovative,High,Poor,Long,Very High,Low
23745.93,4556,728,3825.73,3.91,Basic,21,60,190,477.89,1,Affordable,Medium,Excellent,Long,Very High,Low
22519.3,2610,630,17900.75,3.31,Basic,24,31,50,460.95,3,Durable,Medium,Good,Long,Medium,Medium
25974.03,4649,13,7329.74,1.12,Standard,2,15,194,99.07,1,Affordable,High,Poor,Short,Low,Low
44976.86,2772,539,85440.72,2.08,Basic,17,43,17,302.5,4,Stylish,Very High,Average,Medium,High,High
49431.33,2441,505,82339.11,3.19,Premium,12,28,45,497.16,2,Affordable,Very High,Good,Medium,Medium,Low
32343.66,885,14,70324.24,0.86,Standard,16,11,190,312.61,2,Durable,High,Poor,Medium,Low,Low
15273.42,2728,391,8494.98,1.54,Standard,34,30,64,343.12,1,Innovative,Medium,Poor,Very Long,Medium,Low
42869.26,1386,939,6852.27,4.23,Premium,18,18,132,196.37,2,Affordable,Very High,Excellent,Medium,Low,Low
9483.76,978,248,39230.94,1.55,Standard,21,54,109,306.86,1,Affordable,Low,Poor,Long,High,Low
44209.92,1049,427,73147.58,1.05,Basic,23,35,159,346.49,1,Affordable,Very High,Poor,Long,Medium,Low
39839.59,422,906,86640.67,4.73,Standard,3,31,146,431.09,3,Affordable,Very High,Excellent,Short,Medium,Medium
37572.1,2644,67,71669.95,4.66,Standard,27,67,133,186.71,1,Affordable,High,Excellent,Long,Very High,Low
12405.53,2467,6,24840.66,4.86,Standard,25,34,46,352.83,4,Innovative,Low,Excellent,Long,Medium,High
43593.16,968,332,44537.44,4.31,Premium,22,36,144,317.66,2,Innovative,Very High,Excellent,Long,Medium,Low
8941.09,2316,358,48168.24,4.01,Premium,27,41,29,175.32,3,Durable,Low,Excellent,Long,High,Medium
11217.99,299,71,90003.36,1.13,Premium,11,24,1,190.59,2,Affordable,Low,Poor,Medium,Low,Low
42021.81,1674,378,96597.64,2.41,Basic,7,53,170,284.25,4,Affordable,Very High,Average,Short,High,High
41277.24,235,468,24006.15,1.01,Standard,3,51,34,126.9,3,Durable,Very High,Poor,Short,High,Medium
9471.62,2411,539,28797.9,2.31,Standard,28,40,53,183.06,2,Durable,Low,Average,Very Long,High,Low
15453.03,4718,661,6664.3,3.24,Premium,21,44,111,402.39,4,Durable,Medium,Good,Long,High,High
27924.3,4739,2,9196.97,3.35,Standard,5,21,35,364.06,1,Durable,High,Good,Short,Low,Low
30816.24,3912,71,89270.59,0.76,Basic,1,31,8,428.81,2,Affordable,High,Poor,Short,Medium,Low
30737.51,4140,586,90884.06,1.31,Standard,5,56,120,239.22,2,Durable,High,Poor,Short,Very High,Low
20153.75,1173,222,71102.26,2.93,Premium,15,48,93,156.6,4,Innovative,Medium,Good,Medium,High,High
19131.1,1835,54,39711.57,1.69,Premium,35,19,80,488.66,4,Innovative,Medium,Average,Very Long,Low,High
6085.46,660,681,59553.67,0.53,Standard,23,55,86,385.65,4,Affordable,Low,Poor,Long,Very High,High
29268.96,3495,307,31565.52,1.42,Basic,1,16,128,323.92,2,Affordable,High,Poor,Short,Low,Low
7415.94,336,430,47643.62,3.24,Standard,23,56,127,227.14,3,Stylish,Low,Good,Long,Very High,Medium
16770.97,697,829,69703.5,3.17,Basic,21,53,199,323.81,1,Affordable,Medium,Good,Long,High,Low
48003.98,3013,203,37300.6,3.99,Basic,24,32,149,266.1,3,Stylish,Very High,Excellent,Long,Medium,Medium
8329.85,3648,12,78978.02,3.13,Standard,29,59,78,159.88,1,Affordable,Low,Good,Very Long,Very High,Low
9137.81,392,581,25319.69,0.54,Basic,16,39,152,239.34,2,Innovative,Low,Poor,Medium,Medium,Low
31347.22,2088,808,14070.9,4.74,Premium,16,59,114,114.66,4,Durable,High,Excellent,Medium,Very High,High
12791.42,3167,490,87279.74,1.84,Premium,21,54,184,104.42,3,Stylish,Medium,Average,Long,High,Medium
40053.12,1245,431,25107.25,1.08,Premium,35,64,50,65.72,1,Innovative,Very High,Poor,Very Long,Very High,Low
35152.42,4383,807,10151.27,4.77,Basic,32,63,180,219.76,4,Affordable,High,Excellent,Very Long,Very High,High
11206.45,3548,306,82150.58,3.3,Premium,33,63,98,117.43,4,Durable,Low,Good,Very Long,Very High,High
3620.59,1363,391,20394.01,1.62,Premium,1,13,63,243.93,4,Affordable,Low,Poor,Short,Low,High
45548.69,3975,231,98453.29,1.53,Standard,19,27,9,416.8,2,Durable,Very High,Poor,Long,Medium,Low
5379.52,4871,479,55025.15,4.51,Premium,27,26,40,409.87,1,Durable,Low,Excellent,Long,Medium,Low
36249.89,2444,325,48544.69,4.04,Basic,17,51,164,381.4,4,Innovative,High,Excellent,Medium,High,High
2136.39,782,27,43923.8,1.55,Premium,9,31,142,165.95,3,Durable,Low,Poor,Short,Medium,Medium
4639.64,3747,818,84094.61,3.16,Premium,28,36,44,102.09,4,Durable,Low,Good,Very Long,Medium,High
38024.55,935,43,74697.46,4.0,Standard,11,46,186,439.24,2,Affordable,Very High,Excellent,Medium,High,Low
27174.03,3286,226,9871.81,3.22,Premium,2,64,63,342.91,4,Affordable,High,Good,Short,Very High,High
1364.53,2615,595,17230.42,4.61,Basic,16,32,28,252.5,4,Innovative,Low,Excellent,Medium,Medium,High
